latitude,longitude,geo_type,place,country,country_code,lang,time,user,text,image_url,url
-19.45657,-42.68532,Approximate (ID 6321305),"Coronel Fabriciano, Brasil",Brazil,BR,pt,1536985649,dudaplourenco,cada vez q eu entro no facebook dou “amei” em no mínimo 20 fotos de perfil q foram alteradas para “mulheres contra bolsonaro”,http://pbs.twimg.com/profile_images/1039649098859601920/25NL_Qte_normal.jpg,https://www.twitter.com/dudaplourenco/status/1040819366751887360
38.25031,-92.50046,Approximate (ID 4398678),"Missouri, USA",United States,US,pt,1536985304,VanessaHorner,Isto que é (de)honestidade! #sqn #EleNão #mulherescontrabolsonaro https://t.co/9YsSoTLGwa,http://pbs.twimg.com/profile_images/1108627879/Dolores70_004_normal.JPG,https://www.twitter.com/vanessahorner/status/1040817922598289408
0.04283,-68.48036,Approximate (ID 9255305),"Sao Paulo, Brazil",Brazil,BR,pt,1536984919,belinha_Inez,"@Estadao @EstadaoPolitica Ops... o grupo comprado das mulheres contra o Bolsonaro que colocava membros (com ou sem progesterona) sem consultar,  caiu...👎   acho que descobriram a maracutaia https://t.co/6apxPDbf9t",http://pbs.twimg.com/profile_images/1040237312020373505/d4w9SE3Y_normal.jpg,https://www.twitter.com/belinha_inez/status/1040816308051472384
-22.90243,-43.17236,Approximate (ID 11525646),"Rio de Janeiro, Brazil",Brazil,BR,pt,1536981050,eularifernandes,"Gente o que são essas retardadas do Bolsonaro tentando Hackear o nosso grupo? Isso tudo é desespero por sermos 2,2 milhões de mulheres contra esse lixo?",http://pbs.twimg.com/profile_images/1040371901485510656/Oy4r72LJ_normal.jpg,https://www.twitter.com/eularifernandes/status/1040800080389971968
0.04283,-68.48036,Approximate (ID 9255305),"Sao Paulo, Brazil",Brazil,BR,pt,1536978067,kccholic,mulheres unidas contra bolsonaro   AMEI https://t.co/uwLRhM7kib,http://pbs.twimg.com/profile_images/1039303575707496449/VQ3SeCc__normal.jpg,https://www.twitter.com/kccholic/status/1040787568441393153
-9.54424,-36.50196,Approximate (ID 6320622),"Belém, Brazil",Brazil,BR,pt,1536976796,brunobjs,"Não sou mulher, mas... #MulheresContraOFascismo  #MulheresContraBolsonaro  #MulheresUnidasContraBolsonaro",http://pbs.twimg.com/profile_images/1021388662540513283/XWhgwP8o_normal.jpg,https://www.twitter.com/brunobjs/status/1040782234825973761
-9.54424,-36.50196,Approximate (ID 6320622),"Belém, Brazil",Brazil,BR,pt,1536976742,JecyonePinheiro,"@patriciapillar passamos de 2 milhões, minha querida. Somos milhares de mulheres que lutam contra o machismo, o preconceito, a misoginia e o fascismo. #NaoPassarão #EleNao",http://pbs.twimg.com/profile_images/1039935089428377600/nqswAT1I_normal.jpg,https://www.twitter.com/jecyonepinheiro/status/1040782008606248960
-22.90243,-43.17236,Approximate (ID 11525646),"Rio de Janeiro, Brazil",Brazil,BR,pt,1536976552,Marcita_um,@SPapaiano @ronaldohannouch Mulheres contra bolsonaro #aceitaqDoiMenos,http://pbs.twimg.com/profile_images/1038244477557792768/SQ1fctDm_normal.jpg,https://www.twitter.com/marcita_um/status/1040781213798223872
-1.8513,-55.88307,Approximate (ID 8548322),"Belo Horizonte, Brazil",Brazil,BR,pt,1536975587,rbsraro,@elisangelaqueli As mulheres que são contra Bolsonaro e votam em Ciro Gomes falastrão oportunista Pedetista? Então são masoquista? Ciro Gomes Coroné batedor em mulher.,http://pbs.twimg.com/profile_images/1031301443914027008/J2s-lv4P_normal.jpg,https://www.twitter.com/rbsraro/status/1040777166735200261
-9.54424,-36.50196,Approximate (ID 6320622),"Belém, Brazil",Brazil,BR,pt,1536975430,hannabentesb,Somos 2.2 MILHÕES DE MULHERES CONTRA O BOLSONARO! #EleNao,http://pbs.twimg.com/profile_images/1039704632157712384/BAMkCWdI_normal.jpg,https://www.twitter.com/hannabentesb/status/1040776508208504833
-8.05,-34.86667,Approximate (ID 11525626),"Recife, Brazil",Brazil,BR,pt,1536973983,marivetesc,Eu conto ou vcs contam quem vai decidir a eleição? #EleNão #MulheresContraOFascismo https://t.co/YRAwP87F6p,http://pbs.twimg.com/profile_images/998874438056591360/vRYc4sZ2_normal.jpg,https://www.twitter.com/marivetesc/status/1040770435590352896
-16.64019,-49.25993,Approximate (ID 6323974),"Goiânia, Brazil",Brazil,BR,pt,1536973766,valeriaqibrasil,"@Flazev Esse Capital Valentão, machista...so podia ser...cérebro oco. Como pode Isso.  #MulheresContraBolsonaro #BOLSONARONaoVaiGovernar #BOLSONARONaoSeraPresidente",http://pbs.twimg.com/profile_images/1025857207232090112/_PPksIjK_normal.jpg,https://www.twitter.com/valeriaqibrasil/status/1040769526089109504
-15.27953,-40.96575,Approximate (ID 6321096),"Vitória da Conquista, Brasil",Brazil,BR,pt,1536971710,carlota_rocha,44% de rejeição e subindo #EleNao #MulheresContraBolsonaro #MulheresContraOFacismo,http://pbs.twimg.com/profile_images/1034967492073086976/IqyHxUC7_normal.jpg,https://www.twitter.com/carlota_rocha/status/1040760904655294464
-1.27573,-48.48372,Approximate (ID 8602081),"Brasília, Brazil",Brazil,BR,pt,1536971270,Profa_Soraia,"Minhas hashtags favoritas: #MulheresContraBolsonaro  #EleNão   #CalaBocaGentilli Como disse Zélia Duncan: ""dias mulheres virão!"".",http://pbs.twimg.com/profile_images/1016702958900338688/UKfdOVI3_normal.jpg,https://www.twitter.com/profa_soraia/status/1040759057362165760
-26.22429,-48.79762,Approximate (ID 6453440),"Joinville, Brasil",Brazil,BR,pt,1536971262,_HeyIvana,"Esse ""mulheres contra Bolsonaro"" ta dando o que falar",http://pbs.twimg.com/profile_images/1019187425896255488/twR_KF1P_normal.jpg,https://www.twitter.com/_heyivana/status/1040759024344596480
-8.17924,-36.02794,Approximate (ID 6320490),"Caruaru, Brasil",Brazil,BR,pt,1536969351,mivagodet,CONCORDO #EleNao #MulheresContraBolsonaro #MulheresContraOFascismo #HaddadÉLula #LulaLivre https://t.co/v70J5vs8wC,http://pbs.twimg.com/profile_images/985648437780762624/eNoqOr3E_normal.jpg,https://www.twitter.com/mivagodet/status/1040751007536439297
-25.50395,-49.29082,Approximate (ID 6322752),"Curitiba, Brazil",Brazil,BR,pt,1536968736,hsimaox,@GeorgMarques Quem vai no segundo turno contra o Bolsonaro é o Haddad As mulheres são mais anti PT do que anti Bolsonaro Bolsonaro presidente FIM,http://pbs.twimg.com/profile_images/1028019611063775232/FBoSp8UC_normal.jpg,https://www.twitter.com/hsimaox/status/1040748430249877504
-25.84869,-48.62876,Approximate (ID 7691950),"Rio das Ostras, Brasil",Brazil,BR,pt,1536968045,fasidro,Não se chateie por causa do grupo de Mulheres contra o Bolsonaro. Lute contra o fato de existirem mulheres que sequer podem se manifestar ou opinar por terem medo de seus companheiros.,http://pbs.twimg.com/profile_images/1025171813968605185/ZYwz_iRY_normal.jpg,https://www.twitter.com/fasidro/status/1040745529586671616
-29.95,-50.9833,point,"Gravataí, Brasil",Brazil,BR,pt,1536966040,carlamaica,#EleNao #MulheresContraOFascismo #MulheresContraOMachismo  #MulheresUnidasContraBolsonaro em Gravataí https://t.co/gjBUTqI7s2,http://pbs.twimg.com/profile_images/818089201770053632/JcSTp7uO_normal.jpg,https://www.twitter.com/carlamaica/status/1040737122364387328
-22.90243,-43.17236,Approximate (ID 11525646),"Rio de Janeiro, Brazil",Brazil,BR,pt,1536965997,thayssakk2,Só pra deixar claro mais uma vez! #EleNao #MUCB #MulheresContraBolsonaro,http://pbs.twimg.com/profile_images/1040680074838716416/m7F6JFAm_normal.jpg,https://www.twitter.com/thayssakk2/status/1040736941321400320
0.04283,-68.48036,Approximate (ID 9255305),"Sao Paulo, Brazil",Brazil,BR,pt,1536964811,Douglas12626875,Mulheres unidas contra Bolsonaro! https://t.co/ULBdI9Dh84,http://pbs.twimg.com/profile_images/910979565257990145/Id_3IQ6F_normal.jpg,https://www.twitter.com/douglas12626875/status/1040731968055508992
-12.97177,-38.50811,Approximate (ID 6321026),"Salvador, Brazil",Brazil,BR,pt,1536962708,diumotta,E já somos quase 2 milhões! Grupo Mulheres unidas contra Bolsonaro.  #eleNÃO,http://pbs.twimg.com/profile_images/977219394572046337/I5u3ccSv_normal.jpg,https://www.twitter.com/diumotta/status/1040723145420951552
-7.27818,-35.97631,Approximate (ID 6320302),"Campina Grande, Brasil",Brazil,BR,pt,1536961881,shotogueu,"*Mulheres contra Bolsonaro - CG*  Gente, está sendo puxada uma reunião para o dia 17/09, no Centrac, às 18h. A pauta principal será a construção do ato para o dia 29, fechando com a agenda nacional.  Quem puder comparecer, vamos simbora!  Divulguem e chamem mais mulheres!",http://pbs.twimg.com/profile_images/1035335665205092352/AVsSIkJJ_normal.jpg,https://www.twitter.com/shotogueu/status/1040719677566140416
-22.73917,-47.33139,Approximate (ID 3472343),"Americana, Brasil",Brazil,BR,pt,1536961316,Gabrielafeltr,"2,2 milhões de mulheres unidas contra o bolsonaro 💖 ♀️",http://pbs.twimg.com/profile_images/1039312943010201600/-mNIeJMu_normal.jpg,https://www.twitter.com/gabrielafeltr/status/1040717308426166274
-27.61455,-48.50116,Approximate (ID 6323121),"Florianópolis, Brazil",Brazil,BR,pt,1536961008,margotbisewski,@Nina_N___ @JenSoares73 @AnnaS_Gdottir @alanpoeta80 @Iasodhara_ @olugareaquimesm @neusinhaschub @pahega @Aninka_Haskel @carlosorium @passarosErosas @pelegrini65 @SSDeAraujo @VianaEliezer @TravessoDaJube @salatiel_argonn @jorgegonzaga02 @KummerAloisio @missmoggia @WozniackiCarol @fpwaltrick @AngelJones_1330 @leopenaroz @BilePeliciari @MarcosEducacao @adaogalo @Neusa1313 @Elainegcuiaba @knsantos @Rafa_JC_Pinto @lucianodelimalo @mirtslacerda @YasminHeinrich @maga_orlando @EugenioBorg @fegolho @CPLivre @vania_2013 @Marceloflacedae @br_green_heart @parafrentebrasi @Paulimbh @Jorgedomar @GUIMARAENS @cassia_sarno @mterezavinhal @macjn1 Menina... dá um orgulho! O mundo é nosso... #MulheresContraOFascismo,http://pbs.twimg.com/profile_images/1040366853040701440/dh1BlO-O_normal.jpg,https://www.twitter.com/margotbisewski/status/1040716017964666880
-27.51449,-49.949,Approximate (ID 6323208),"Otacílio Costa, Brasil",Brazil,BR,pt,1536960579,crds_a,Meu Facebook tá virado em “mulheres com Bolsonaro” e “mulheres contra Bolsonaro” e eu to só o bonossauro,http://pbs.twimg.com/profile_images/963147457336049664/TtcMxT02_normal.jpg,https://www.twitter.com/crds_a/status/1040714215689003008
-1.8513,-55.88307,Approximate (ID 8548322),"Belo Horizonte, Brazil",Brazil,BR,pt,1536959981,Cricamg,Nesse ritmo amanhã cedo já seremos 3 milhões de MULHERES UNIDAS CONTRA BOLSONARO!!!,http://pbs.twimg.com/profile_images/670369746609541120/6pv00dIs_normal.jpg,https://www.twitter.com/cricamg/status/1040711707323260934
-1.8513,-55.88307,Approximate (ID 8548322),"Belo Horizonte, Brazil",Brazil,BR,pt,1536959902,Cricamg,A cada F5 que damos na página MULHERES UNIDAS CONTRA BOLSONARO!!! atualizam 1.000 novas mulheres membros agora 2.192.567. OPS!! F5 e 2.197.126,http://pbs.twimg.com/profile_images/670369746609541120/6pv00dIs_normal.jpg,https://www.twitter.com/cricamg/status/1040711378615586822
-9.54424,-36.50196,Approximate (ID 6320622),"Belém, Brazil",Brazil,BR,pt,1536959268,Soeiro55,"Página #MulheresContraBolsonaro acaba de bater 2 MILHÕES de assinantes. Parabéns, suas lindas! #eleNÃO",http://pbs.twimg.com/profile_images/1008890781938208769/zEN5ULpj_normal.jpg,https://www.twitter.com/soeiro55/status/1040708717254258689
-1.8513,-55.88307,Approximate (ID 8548322),"Belo Horizonte, Brazil",Brazil,BR,pt,1536958122,Cricamg,JÁ SOMOS MAIS DE 2 MILHÕES DE MULHERES UNIDAS CONTRA BOLSONARO!!! https://t.co/m8cUcLeP9C,http://pbs.twimg.com/profile_images/670369746609541120/6pv00dIs_normal.jpg,https://www.twitter.com/cricamg/status/1040703911743631360
0.04283,-68.48036,Approximate (ID 9255305),"Sao Paulo, Brazil",Brazil,BR,pt,1536957095,camilasticca_,"Hackearam e mudaram o nome do grupo mulheres contra o Bolsonaro, para a favor dele, já era de se esperar",http://pbs.twimg.com/profile_images/937875791500673024/9IKmZ94i_normal.jpg,https://www.twitter.com/camilasticca_/status/1040699605304963072
-1.82102,-65.62048,Approximate (ID 9179588),"Fortaleza, Brazil",Brazil,BR,pt,1536957050,DarianeAF,Nenhum Hacker vai nos derrubar! #unidassomosmaisfortes #eleNão #MulheresContraBolsonaro,http://pbs.twimg.com/profile_images/957400972078305281/U6XsOmmB_normal.jpg,https://www.twitter.com/darianeaf/status/1040699414355042305
-8.05,-34.86667,Approximate (ID 11525626),"Recife, Brazil",Brazil,BR,pt,1536956404,marivetesc,"Se esse povo adultera até um grupo do FB, o que não faria no governo... #mulherescontraofascismo #EleNao https://t.co/fd0UYowybb",http://pbs.twimg.com/profile_images/998874438056591360/vRYc4sZ2_normal.jpg,https://www.twitter.com/marivetesc/status/1040696704952094725
-25.50395,-49.29082,Approximate (ID 6322752),"Curitiba, Brazil",Brazil,BR,pt,1536955965,JocileneQM,Mulher que se respeita nao vota em Bolsonaro  #MulheresContraBolsonaro https://t.co/aMMMEoe853,http://pbs.twimg.com/profile_images/960904475958444034/HWDrfatt_normal.jpg,https://www.twitter.com/jocileneqm/status/1040694864806129665
-12.97177,-38.50811,Approximate (ID 6321026),"Salvador, Brazil",Brazil,BR,pt,1536955441,lixcania,"Ouvi um diálogo hoje no busão que me encheu de esperança.  Uma mulher falou pra outra: - E aí, vamos pro ato ""Mulheres contra Bolsonaro""? - Onde vai ser? Quando? - Ah, n lembro n. Mas acho q eh semana q vem. Ouvi dizer q vai acontecer no Brasil todo #EleNao 💜✨",http://pbs.twimg.com/profile_images/1038891251213447168/FSLHAMZq_normal.jpg,https://www.twitter.com/lixcania/status/1040692668500770817
-27.03136,-69.9825,Approximate (ID 3895116),Chile,Chile,CL,pt,1536955224,Fregraf,"Tentando entender por que ainda não existe nenhum movimento #HomensContraBolsonaro. Se juntar com #MulheresContraBolsonaro nas ruas, o capitão nazista e sua trupe podem enfiar a viola no saco - acabou.",http://pbs.twimg.com/profile_images/988899945959837698/3nbcc6Sf_normal.jpg,https://www.twitter.com/fregraf/status/1040691754629046274
-3.13333,-60.01667,Approximate (ID 11525622),"Manaus, Brazil",Brazil,BR,pt,1536954770,Amel43,"Além do Tuitaço de ontem, as mulheres contra o Bolsonaro já estão com 1,800 milhão. A caminho de 2 milhões. https://t.co/Hribqig0CB",http://pbs.twimg.com/profile_images/1039173887999856640/a--PQ9H0_normal.jpg,https://www.twitter.com/amel43/status/1040689850666688513
-30.03333,-51.23333,Approximate (ID 11525616),"Porto Alegre, Brazil",Brazil,BR,pt,1536954294,alissonm_GFBPA,"Ciro Gomes chama as mulheres que apoiam Bolsonaro de ""cadelas no cio"".  Ciro Gomes afirma que a Venezuela tem uma democracia tão boa como a nossa. Ciro Gomes diz lutar contra a corrupção mas pretende libertar o Lula.    Melhor Jair se contentando com o 2° lugar coroné  #EleSim",http://pbs.twimg.com/profile_images/1030802957787451392/BPXap8mE_normal.jpg,https://www.twitter.com/alissonm_gfbpa/status/1040687857499873280
-27.32268,-53.5922,Approximate (ID 6323548),"Palmitinho, Brasil",Brazil,BR,pt,1536950420,dudaadasilva_,"Dps de 3 dias esperando me aceitaram no grupo Mulheres unidas contra Bolsonaro, crl já tem 1,9 milhões de membros",http://pbs.twimg.com/profile_images/1038530386035466240/dOXT_KkL_normal.jpg,https://www.twitter.com/dudaadasilva_/status/1040671607918870528
-1.82102,-65.62048,Approximate (ID 9179588),"Fortaleza, Brazil",Brazil,BR,pt,1536949253,EmersonAnomia,Típico cidadão de bem. Vota em quem? https://t.co/3p9xexOB2q #MulheresContraBolsonaro,http://pbs.twimg.com/profile_images/1039601310968889345/iqeLs-Un_normal.jpg,https://www.twitter.com/emersonanomia/status/1040666711907815434
-21.76417,-43.35028,Approximate (ID 3459505),"Juiz de Fora, Brasil",Brazil,BR,pt,1536948896,PauloRoberto717,''Mulheres são contra o bolsonaro'' No meu facebook to vendo mais mulher do quem homem com a capa falando que vai votar nele kkkkkkkkk,http://pbs.twimg.com/profile_images/932258202338635778/Tw7DIrRd_normal.jpg,https://www.twitter.com/pauloroberto717/status/1040665215917076486
-20.64158,-40.52116,Approximate (ID 8612204),"São Gabriel, Brasil",Brazil,BR,pt,1536948642,fuckinv3rt,"""mulheres unidas contra bolsonaro"" eu super apoio, mas ""sou mulher, e não voto em quem desrespeita as mulheres"" e votar no Ciro Gomes, ai já sendo hipócrita né",http://pbs.twimg.com/profile_images/1031891915447447553/99XuDwLv_normal.jpg,https://www.twitter.com/fuckinv3rt/status/1040664149095854080
-1.82102,-65.62048,Approximate (ID 9179588),"Fortaleza, Brazil",Brazil,BR,pt,1536947766,EmersonAnomia,Padre Marcelo Rossi faz vídeo DESMENTINDO áudio FALSO. Ele não vota no Bolsonaro. Vamos ajudar a divulgar MAIS essa FAKE News dos minions. #bolsonaronao #MulheresContraBolsonaro  #Ciro12 #Haddad13 #Marina #calabocagentili https://t.co/LDMK25jjKp,http://pbs.twimg.com/profile_images/1039601310968889345/iqeLs-Un_normal.jpg,https://www.twitter.com/emersonanomia/status/1040660473694355456
-30.03333,-51.23333,Approximate (ID 11525616),"Porto Alegre, Brazil",Brazil,BR,pt,1536947729,celsoocolorado,boa tarde! as mulheres do LULA tem grelo duro kkkkkkkk por isso são contra Bolsonaro,http://pbs.twimg.com/profile_images/1026995278577131522/kDxl3Hv0_normal.jpg,https://www.twitter.com/celsoocolorado/status/1040660321202003974
-1.82102,-65.62048,Approximate (ID 9179588),"Fortaleza, Brazil",Brazil,BR,pt,1536947009,EmersonAnomia,"Se o Gentili tivesse a MENOR preocupação com o empoderamento feminino, não teria atacado a @dilmabr como atacou, nem agora as mulheres que lutam contra o bolsonaro, muito menos defenderia SEMPRE candidaturas machistas e conservadoras. #calabocagentili #CalaBocaGentilli",http://pbs.twimg.com/profile_images/1039601310968889345/iqeLs-Un_normal.jpg,https://www.twitter.com/emersonanomia/status/1040657302246907904
-20.3189,-40.3378,point,"Vitória, Brazil",Brazil,BR,pt,1536946699,jujhufigueiredo,#calaaboca mesmo!!! E todos seus seguidores machistas babacas que ficam reproduzindo essas porcarias!! #mulherescontraomachismo #mulherescontraofascismo… https://t.co/MCjRVqnzHm,http://pbs.twimg.com/profile_images/928805244330487808/6aSG5eVn_normal.jpg,https://www.twitter.com/jujhufigueiredo/status/1040656001211543553
-1.82102,-65.62048,Approximate (ID 9179588),"Fortaleza, Brazil",Brazil,BR,pt,1536944703,Gabi_GRibeiro,"Machismo, homofobia e racismo não são ideologia. #MulheresUnidasContraBolsonaro #elenao #MulheresContraBolsonaro",http://pbs.twimg.com/profile_images/866487337714413568/m58InA0U_normal.jpg,https://www.twitter.com/gabi_gribeiro/status/1040647628600553472
-8.2828,-35.9758,point,"Caruaru, Brasil",Brazil,BR,pt,1536943904,caroll288,"Mainha usa o tema ""Mulheres Contra Bolsonaro"" no perfil do Facebook, no Whatsapp e Instagram. Ela é um ícone! Ela é maravilhosa! Eu amo essa mulher! ❤ em Caruaru https://t.co/IvygQKahPV",http://pbs.twimg.com/profile_images/565856698087129088/1slJDq7P_normal.jpeg,https://www.twitter.com/caroll288/status/1040644277922136064
-24.96171,-48.91127,Approximate (ID 7622810),"São Luís, Brazil",Brazil,BR,pt,1536942654,Ana_Lu_Oliveira,Como faz pra entrar no grupo Mulheres Contra Bolsonaro?,http://pbs.twimg.com/profile_images/896777601670402048/VTdDjEEr_normal.jpg,https://www.twitter.com/ana_lu_oliveira/status/1040639033158848514
-30.03333,-51.23333,Approximate (ID 11525616),"Porto Alegre, Brazil",Brazil,BR,pt,1536941476,AnaClaudiaCouto,"Agora me adicionaram no grupo “Mulheres unidas contra o Bolsonaro”... Aí uma fez o seguinte post:   “Meninas que tal nos apresentarmos e falar o nome de nossa cidade...😊😊”   Sério, 20 mil mulheres se apresentando?! Kkkkk É demais pra minha cabeça",http://pbs.twimg.com/profile_images/1039118745761972224/xOsXQL_d_normal.jpg,https://www.twitter.com/anaclaudiacouto/status/1040634093657051136
-1.27573,-48.48372,Approximate (ID 8602081),"Brasília, Brazil",Brazil,BR,pt,1536940441,xpsicop,"@lurobaina ué, diminuiu o numero de membros do nada? estraaaaanho! #MulheresContraBolsonaro https://t.co/E6QIH29ETD",http://pbs.twimg.com/profile_images/752477752947798016/bi0LEf78_normal.jpg,https://www.twitter.com/xpsicop/status/1040629751063429120
-7.17088,-34.86536,Approximate (ID 6320340),"João Pessoa, Brazil",Brazil,BR,pt,1536940075,nilasds,"Como 1 brisa do mar no rosto,1 abraço apertado, como um suspiro de alivio p/ mim foi descobrir no facebook os grupos contra o inominavel! To de 1.800.000 #MulheresContraBolsonaro tbm tô no de nordestin@s e cristãs q dizem #EleNão",http://pbs.twimg.com/profile_images/1013602519111618560/zm0mK-Fm_normal.jpg,https://www.twitter.com/nilasds/status/1040628217600770048
-22.90243,-43.17236,Approximate (ID 11525646),"Rio de Janeiro, Brazil",Brazil,BR,pt,1536939981,didi_forelsket,@pauloteixeira13 @Estadao #EleNao #ChegaDeGolpes #MulheresContraOFascismo  #HaddadPresidente13 #Voto13 #Confirma13 #HaddadLá #LulaLivre  #LulaHaddadManuelaPovoUnidos  #OBrasilFelizdeNovo e melhor!✌🏾,http://pbs.twimg.com/profile_images/1009760856471756800/9CrGI6u1_normal.jpg,https://www.twitter.com/didi_forelsket/status/1040627820903505920
-32.05,-52.08333,Approximate (ID 11525614),"Rio Grande, Brasil",Brazil,BR,pt,1536939896,piassarolloduda,mulheres unidas contra bolsonaro https://t.co/h22rS5WYM6,http://pbs.twimg.com/profile_images/1038421814077259778/vcQrAlFw_normal.jpg,https://www.twitter.com/piassarolloduda/status/1040627466765852672
0.04283,-68.48036,Approximate (ID 9255305),"Sao Paulo, Brazil",Brazil,BR,pt,1536937624,belinha_Inez,"O grupo de mulheres contra Bolsonaro tem 1M de seguidoras, que votarão em outros candidatos, considerando os 4 colocados abaixo de Bolsonaro e +1 grupo que votará  branco/nulo.   A média é de 200k por candidato.   Ao passo que Bolsonaro tem +de 700k só  dele.   CHORA ESQUERDA! https://t.co/sMZWR5TORK",http://pbs.twimg.com/profile_images/1040237312020373505/d4w9SE3Y_normal.jpg,https://www.twitter.com/belinha_inez/status/1040617937558794241
0.04283,-68.48036,Approximate (ID 9255305),"Sao Paulo, Brazil",Brazil,BR,pt,1536937530,FigueiraMotta,"@maryritalopes Grupo Mulheres unidas contra Bolsonaro já tem 1,800,000 inscritas. Já se inscreveram? #Elenao https://t.co/Eq6nmlr9FJ",http://pbs.twimg.com/profile_images/1040017504612040704/JFFdDk-h_normal.jpg,https://www.twitter.com/figueiramotta/status/1040617542606315520
-21.67744,-41.45533,Approximate (ID 6322015),"Campos dos Goytacazes, Brasil",Brazil,BR,pt,1536936110,Lucas_Scala,"""Mulheres unidas contra Bolsonaro Campos dos Goytacazes""   Mano... Pdc",http://pbs.twimg.com/profile_images/1038168783251275776/1TLXApAH_normal.jpg,https://www.twitter.com/lucas_scala/status/1040611588208816129
